                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.76806,                0.65784,                 1.2106,                0.85887,                0.86886,                0.90522,                0.54633,                 1.4617,                0.93171,                 1.8802,               0.004951,               0.004951,               0.004951
                    155,                0.75579,                0.64781,                 1.2056,                0.92239,                0.81664,                0.90926,                0.57159,                 1.3613,                 0.8658,                 1.7496,               0.004918,               0.004918,               0.004918
                    156,                0.76187,                0.65568,                 1.2189,                 0.8746,                0.83248,                0.88034,                0.54503,                 1.3975,                0.88393,                 1.7881,               0.004885,               0.004885,               0.004885
                    157,                0.75782,                0.65116,                 1.2078,                 0.8931,                0.85699,                0.91742,                0.56234,                 1.3376,                0.75989,                  1.732,               0.004852,               0.004852,               0.004852
                    158,                0.75352,                0.64267,                 1.2062,                0.88286,                0.87445,                0.91511,                0.56825,                 1.3269,                0.78032,                  1.768,               0.004819,               0.004819,               0.004819
                    159,                0.74194,                0.63479,                 1.2036,                0.91253,                0.84952,                0.90484,                0.56005,                 1.3355,                0.77549,                 1.7479,               0.004786,               0.004786,               0.004786
                    160,                0.74281,                0.64483,                 1.2029,                0.91292,                0.86518,                0.90062,                0.55948,                 1.3622,                0.87402,                 1.7734,               0.004753,               0.004753,               0.004753
                    161,                0.74277,                0.62643,                 1.1972,                0.91323,                0.84871,                0.90783,                0.56688,                 1.3941,                0.89259,                 1.7796,                0.00472,                0.00472,                0.00472
                    162,                0.74906,                0.64015,                 1.2041,                0.90075,                 0.8585,                0.91685,                0.57401,                 1.3931,                0.84773,                 1.8013,               0.004687,               0.004687,               0.004687
                    163,                0.73294,                0.63126,                 1.1954,                0.85561,                0.85397,                0.91008,                0.56448,                 1.3537,                0.81682,                 1.7483,               0.004654,               0.004654,               0.004654
                    164,                0.72099,                0.63689,                 1.1847,                0.86446,                0.86405,                0.91322,                0.57565,                 1.3437,                0.83125,                 1.7119,               0.004621,               0.004621,               0.004621
                    165,                0.73773,                0.64127,                 1.2005,                0.89022,                0.87075,                0.91994,                0.56298,                 1.4173,                0.85173,                 1.7932,               0.004588,               0.004588,               0.004588
                    166,                0.73781,                0.62384,                 1.1982,                0.89221,                0.87989,                0.92289,                0.56979,                  1.322,                0.77549,                 1.7077,               0.004555,               0.004555,               0.004555
                    167,                0.73827,                0.63234,                 1.2054,                0.89617,                0.87443,                0.92267,                0.57812,                 1.3314,                0.86201,                 1.7128,               0.004522,               0.004522,               0.004522
                    168,                0.73808,                0.63916,                 1.1988,                 0.9081,                0.82898,                 0.9165,                0.58202,                  1.385,                 0.8234,                 1.7752,               0.004489,               0.004489,               0.004489
                    169,                0.73425,                0.62798,                  1.197,                0.91274,                0.84627,                 0.9146,                0.57252,                 1.3729,                0.86358,                 1.7726,               0.004456,               0.004456,               0.004456
                    170,                0.73593,                0.62294,                 1.2018,                 0.8548,                0.86932,                0.90639,                0.54416,                 1.3837,                0.88963,                 1.7901,               0.004423,               0.004423,               0.004423
                    171,                 0.7212,                0.60775,                 1.1887,                0.92154,                0.80863,                0.90285,                0.56627,                 1.3859,                 0.9351,                  1.804,                0.00439,                0.00439,                0.00439
                    172,                0.72555,                0.60353,                 1.1851,                0.86812,                 0.8503,                 0.9009,                0.56083,                 1.3486,                0.79201,                 1.7338,               0.004357,               0.004357,               0.004357
                    173,                0.73001,                0.62367,                 1.1948,                0.90024,                0.85337,                 0.9156,                 0.5717,                 1.3284,                0.73847,                 1.6995,               0.004324,               0.004324,               0.004324
                    174,                0.73397,                0.62505,                  1.195,                0.86576,                0.86795,                0.89974,                0.54827,                 1.3256,                 0.7798,                 1.7136,               0.004291,               0.004291,               0.004291
                    175,                0.71876,                0.60735,                 1.1814,                0.88964,                 0.8349,                0.87922,                0.56041,                 1.2889,                0.78744,                  1.688,               0.004258,               0.004258,               0.004258
                    176,                0.70815,                0.60188,                 1.1771,                 0.9109,                0.85922,                0.92078,                0.57295,                 1.4024,                  0.822,                 1.7893,               0.004225,               0.004225,               0.004225
                    177,                0.72831,                0.61434,                 1.1923,                 0.8532,                0.88072,                0.91829,                 0.5667,                  1.349,                0.82541,                 1.7186,               0.004192,               0.004192,               0.004192
                    178,                 0.7067,                0.60106,                 1.1804,                0.90921,                0.83166,                0.90115,                0.55997,                  1.368,                0.86375,                 1.7701,               0.004159,               0.004159,               0.004159
                    179,                0.70837,                0.60464,                 1.1799,                0.91968,                0.87475,                0.90879,                0.56188,                 1.3585,                0.84139,                 1.7828,               0.004126,               0.004126,               0.004126
                    180,                0.71109,                0.58962,                 1.1804,                0.89146,                0.87584,                0.90816,                0.55463,                 1.3846,                 0.8298,                 1.8336,               0.004093,               0.004093,               0.004093
                    181,                0.71293,                0.59402,                 1.1826,                0.92417,                0.87319,                0.91867,                0.57765,                 1.3452,                0.78614,                 1.7732,                0.00406,                0.00406,                0.00406
                    182,                0.71531,                0.60691,                 1.1846,                0.88441,                0.85703,                0.91946,                0.57913,                 1.3259,                0.80452,                 1.7704,               0.004027,               0.004027,               0.004027
                    183,                0.72959,                0.61108,                 1.1922,                0.89744,                0.85753,                  0.923,                0.58995,                  1.294,                0.79469,                 1.7237,               0.003994,               0.003994,               0.003994
                    184,                0.70733,                0.61299,                 1.1764,                0.92816,                0.84503,                0.91503,                0.59952,                 1.2568,                0.78078,                 1.7028,               0.003961,               0.003961,               0.003961
                    185,                0.70194,                0.60463,                 1.1726,                0.93289,                0.82746,                0.90871,                0.57285,                 1.3197,                0.81374,                 1.7766,               0.003928,               0.003928,               0.003928
                    186,                0.71053,                0.60075,                   1.18,                0.90228,                0.84106,                0.91732,                0.57223,                 1.3622,                0.88875,                 1.8017,               0.003895,               0.003895,               0.003895
                    187,                0.69484,                0.60338,                 1.1696,                0.87165,                0.85385,                0.90688,                0.57173,                 1.3515,                0.87853,                 1.7887,               0.003862,               0.003862,               0.003862
                    188,                0.70223,                0.58721,                 1.1725,                0.90572,                0.87898,                0.92571,                0.59375,                    1.3,                 0.8263,                 1.7489,               0.003829,               0.003829,               0.003829
                    189,                0.68891,                0.58987,                 1.1612,                0.85549,                0.87772,                0.90653,                0.58187,                 1.2677,                0.81733,                  1.717,               0.003796,               0.003796,               0.003796
                    190,                0.70005,                0.58775,                 1.1673,                0.88746,                0.84071,                0.89689,                0.56684,                 1.3189,                0.77421,                 1.7586,               0.003763,               0.003763,               0.003763
                    191,                0.68206,                0.57997,                 1.1631,                0.93429,                0.84026,                0.90892,                0.57338,                  1.308,                0.74843,                 1.7343,                0.00373,                0.00373,                0.00373
                    192,                 0.6893,                0.59394,                 1.1645,                0.89894,                0.86736,                0.90297,                0.57137,                 1.2922,                0.76521,                  1.722,               0.003697,               0.003697,               0.003697
                    193,                0.67442,                0.57118,                  1.164,                0.88928,                0.86734,                0.90407,                0.57225,                 1.3152,                0.79429,                 1.7663,               0.003664,               0.003664,               0.003664
                    194,                0.69187,                0.57894,                 1.1642,                0.87544,                0.88313,                0.91237,                0.58272,                 1.3407,                0.84314,                 1.7904,               0.003631,               0.003631,               0.003631
                    195,                 0.6781,                0.56932,                 1.1601,                0.89951,                0.84084,                0.90912,                0.57385,                 1.3268,                0.82806,                 1.7535,               0.003598,               0.003598,               0.003598
                    196,                0.66738,                 0.5674,                 1.1569,                 0.9064,                0.83874,                0.91725,                0.58242,                 1.3463,                0.86177,                 1.7588,               0.003565,               0.003565,               0.003565
                    197,                0.68078,                0.59253,                 1.1637,                0.92384,                0.87608,                0.92062,                0.57993,                 1.3635,                0.85184,                 1.8063,               0.003532,               0.003532,               0.003532
                    198,                0.67766,                 0.5757,                 1.1662,                0.87694,                0.88256,                0.92458,                0.58895,                 1.3579,                0.77283,                 1.7735,               0.003499,               0.003499,               0.003499
                    199,                0.67783,                0.56475,                 1.1612,                0.89373,                0.89562,                 0.9263,                0.58709,                 1.3027,                0.72392,                 1.7379,               0.003466,               0.003466,               0.003466
                    200,                0.65925,                 0.5649,                 1.1565,                0.91621,                0.88162,                0.91958,                0.58307,                 1.3016,                0.72609,                 1.7263,               0.003433,               0.003433,               0.003433
                    201,                0.67865,                0.56701,                 1.1609,                 0.9092,                 0.8597,                0.92074,                0.59072,                 1.2976,                0.79664,                 1.7526,                 0.0034,                 0.0034,                 0.0034
                    202,                 0.6829,                0.56667,                 1.1606,                0.92537,                0.86403,                0.91829,                 0.5801,                 1.3055,                0.79385,                  1.745,               0.003367,               0.003367,               0.003367
                    203,                0.67715,                0.57271,                 1.1575,                0.84279,                0.89267,                  0.918,                0.58036,                 1.3186,                0.78779,                 1.7421,               0.003334,               0.003334,               0.003334
                    204,                0.67059,                0.56833,                 1.1567,                0.84731,                0.87432,                 0.8971,                 0.5815,                 1.3096,                0.82287,                  1.748,               0.003301,               0.003301,               0.003301
                    205,                0.66233,                0.56225,                 1.1488,                0.89295,                0.87701,                0.92109,                 0.5923,                   1.29,                0.77966,                 1.7489,               0.003268,               0.003268,               0.003268
                    206,                 0.6767,                0.56119,                 1.1605,                0.90859,                0.86802,                0.92244,                0.59182,                  1.314,                0.75751,                 1.7571,               0.003235,               0.003235,               0.003235
                    207,                0.65912,                0.55762,                  1.154,                 0.9277,                0.85679,                0.91698,                0.58491,                 1.3044,                0.79654,                 1.7367,               0.003202,               0.003202,               0.003202
                    208,                0.67666,                0.56808,                 1.1518,                0.91531,                0.89825,                0.93396,                 0.6014,                 1.2963,                0.75258,                 1.7164,               0.003169,               0.003169,               0.003169
                    209,                0.65523,                0.55102,                 1.1494,                0.93258,                0.87777,                0.93095,                0.59411,                 1.3443,                0.78013,                 1.7657,               0.003136,               0.003136,               0.003136
                    210,                0.66158,                0.55912,                 1.1491,                0.91999,                0.86022,                0.92475,                 0.5886,                 1.3201,                0.79408,                 1.7676,               0.003103,               0.003103,               0.003103
                    211,                 0.6692,                0.56887,                  1.162,                 0.9142,                0.88165,                0.92649,                0.57035,                 1.3222,                0.80132,                 1.7599,                0.00307,                0.00307,                0.00307
                    212,                0.66415,                0.55313,                 1.1464,                0.92251,                0.86167,                0.91185,                0.56353,                 1.3095,                0.80542,                  1.732,               0.003037,               0.003037,               0.003037
                    213,                0.66449,                0.56331,                 1.1571,                0.90741,                 0.8568,                0.90922,                0.57333,                 1.3377,                0.84906,                 1.7624,               0.003004,               0.003004,               0.003004
                    214,                0.66158,                0.55097,                 1.1493,                0.90427,                0.86368,                0.90466,                0.56934,                 1.3644,                0.82584,                 1.7827,               0.002971,               0.002971,               0.002971
                    215,                 0.6574,                0.55675,                 1.1497,                0.88826,                0.87654,                0.92346,                 0.5757,                 1.3528,                0.78779,                 1.7593,               0.002938,               0.002938,               0.002938
                    216,                0.63952,                0.54477,                 1.1361,                0.91478,                0.86056,                0.92681,                0.57673,                  1.327,                0.82011,                 1.7412,               0.002905,               0.002905,               0.002905
                    217,                0.64012,                0.53848,                 1.1302,                 0.9121,                0.85372,                0.91946,                0.57882,                 1.3218,                0.81706,                 1.7416,               0.002872,               0.002872,               0.002872
                    218,                0.65056,                0.54513,                 1.1467,                0.92524,                0.85209,                 0.9185,                0.58437,                 1.3304,                0.84672,                 1.7765,               0.002839,               0.002839,               0.002839
                    219,                0.64884,                0.54212,                 1.1397,                0.94261,                 0.8593,                0.92276,                0.57772,                 1.3294,                0.82774,                 1.7811,               0.002806,               0.002806,               0.002806
                    220,                0.64056,                0.54768,                 1.1447,                0.93236,                0.83797,                0.92817,                0.57917,                 1.3282,                0.81992,                 1.7608,               0.002773,               0.002773,               0.002773
                    221,                0.63745,                0.53553,                 1.1419,                0.88294,                0.88248,                 0.9261,                0.58511,                 1.3215,                0.80588,                 1.7797,                0.00274,                0.00274,                0.00274
                    222,                0.64828,                0.53382,                 1.1415,                0.89917,                0.87557,                0.92537,                0.58802,                 1.3144,                0.80889,                 1.7625,               0.002707,               0.002707,               0.002707
                    223,                0.63872,                 0.5404,                 1.1298,                0.91187,                 0.8543,                0.91982,                0.59086,                 1.2871,                 0.8051,                 1.7245,               0.002674,               0.002674,               0.002674
                    224,                0.63917,                0.53252,                  1.138,                0.92274,                0.84946,                0.92259,                0.59468,                  1.293,                0.81348,                 1.7363,               0.002641,               0.002641,               0.002641
                    225,                0.62335,                0.52689,                 1.1295,                0.92371,                0.85253,                 0.9247,                0.59855,                 1.2944,                0.79744,                 1.7386,               0.002608,               0.002608,               0.002608
                    226,                0.64676,                0.53335,                 1.1398,                0.91659,                0.85266,                0.91674,                0.59043,                 1.3155,                0.81934,                 1.7659,               0.002575,               0.002575,               0.002575
                    227,                0.63919,                0.53733,                 1.1382,                0.93681,                0.85226,                0.91983,                0.58415,                 1.3373,                0.83869,                 1.7905,               0.002542,               0.002542,               0.002542
                    228,                0.64267,                0.53512,                 1.1389,                0.93293,                0.86504,                0.92547,                  0.585,                 1.3489,                0.84676,                 1.8085,               0.002509,               0.002509,               0.002509
                    229,                0.62186,                 0.5169,                 1.1264,                0.91028,                0.87384,                0.92038,                0.58587,                 1.3366,                0.84629,                 1.7924,               0.002476,               0.002476,               0.002476
                    230,                0.62351,                0.51594,                  1.123,                0.91802,                0.85257,                0.91851,                0.60028,                 1.2973,                0.83696,                 1.7464,               0.002443,               0.002443,               0.002443
                    231,                0.62938,                0.52322,                 1.1294,                0.91629,                0.87136,                0.91633,                 0.5915,                  1.318,                0.82403,                 1.7686,                0.00241,                0.00241,                0.00241
                    232,                0.62336,                0.52456,                 1.1324,                0.92331,                0.85596,                0.92048,                0.59258,                 1.3157,                0.84318,                  1.759,               0.002377,               0.002377,               0.002377
                    233,                0.61952,                0.52016,                 1.1268,                0.92491,                0.84891,                0.92172,                0.59574,                 1.3023,                0.85105,                 1.7439,               0.002344,               0.002344,               0.002344
                    234,                0.62568,                0.52132,                 1.1181,                0.91356,                0.86807,                0.92413,                0.59955,                 1.2902,                0.82647,                  1.745,               0.002311,               0.002311,               0.002311
                    235,                0.62194,                 0.5237,                 1.1294,                0.90382,                0.87016,                0.92246,                0.60075,                 1.2817,                0.82182,                 1.7393,               0.002278,               0.002278,               0.002278
                    236,                0.62229,                0.51407,                 1.1189,                0.89773,                0.86111,                0.91876,                0.59055,                 1.2917,                0.83742,                 1.7475,               0.002245,               0.002245,               0.002245
                    237,                 0.6244,                0.51154,                 1.1222,                 0.9125,                 0.8564,                0.91856,                 0.5949,                 1.2922,                0.83473,                 1.7451,               0.002212,               0.002212,               0.002212
                    238,                0.61539,                0.50639,                 1.1209,                0.91437,                0.85366,                0.92389,                0.59533,                 1.2829,                0.81886,                 1.7281,               0.002179,               0.002179,               0.002179
                    239,                0.61763,                0.51357,                 1.1253,                 0.8546,                0.89394,                0.92083,                 0.5887,                 1.3063,                0.82454,                 1.7501,               0.002146,               0.002146,               0.002146
                    240,                0.60377,                0.49952,                 1.1119,                  0.883,                0.86537,                0.92161,                0.58265,                 1.2944,                0.80759,                 1.7414,               0.002113,               0.002113,               0.002113
                    241,                0.61542,                0.51713,                 1.1176,                0.88994,                0.85848,                0.91745,                0.58357,                 1.3073,                0.81105,                 1.7506,                0.00208,                0.00208,                0.00208
                    242,                0.60326,                0.50484,                 1.1137,                0.86296,                0.88656,                0.91253,                0.57807,                 1.3144,                0.81669,                 1.7598,               0.002047,               0.002047,               0.002047
                    243,                0.61763,                0.51284,                 1.1203,                0.86487,                0.90249,                0.91896,                0.57567,                 1.3186,                0.78413,                 1.7587,               0.002014,               0.002014,               0.002014
                    244,                0.60803,                0.50248,                  1.117,                0.90344,                0.86292,                0.91414,                0.57725,                   1.31,                0.80271,                 1.7483,               0.001981,               0.001981,               0.001981
                    245,                0.61174,                0.51497,                 1.1226,                0.91306,                0.86183,                0.91522,                0.57669,                 1.3125,                0.79608,                 1.7562,               0.001948,               0.001948,               0.001948
                    246,                0.60535,                0.51505,                 1.1205,                0.92016,                0.85072,                0.92359,                0.58045,                 1.3262,                0.79515,                 1.7758,               0.001915,               0.001915,               0.001915
                    247,                0.59998,                 0.5037,                 1.1131,                0.88029,                0.87931,                0.92147,                0.58405,                  1.326,                0.79553,                 1.7809,               0.001882,               0.001882,               0.001882
                    248,                0.60402,                0.50157,                 1.1114,                 0.8932,                0.87459,                0.92091,                0.58945,                 1.3194,                0.77482,                 1.7753,               0.001849,               0.001849,               0.001849
                    249,                0.60953,                0.51314,                 1.1199,                 0.9291,                0.84142,                0.92325,                0.58721,                 1.3111,                 0.7735,                 1.7762,               0.001816,               0.001816,               0.001816
                    250,                0.60307,                0.50231,                 1.1171,                0.94341,                0.84711,                0.92849,                0.58727,                 1.2829,                0.75458,                 1.7517,               0.001783,               0.001783,               0.001783
                    251,                0.59228,                0.48995,                 1.1067,                0.94652,                0.85572,                0.92885,                0.57948,                 1.2913,                 0.7593,                 1.7534,                0.00175,                0.00175,                0.00175
                    252,                0.59374,                0.49593,                 1.1028,                0.93522,                0.86015,                 0.9257,                0.58643,                 1.3002,                0.75503,                 1.7663,               0.001717,               0.001717,               0.001717
                    253,                0.60063,                0.50244,                 1.1222,                0.92244,                0.88961,                0.92419,                0.58141,                 1.3156,                0.77925,                 1.7772,               0.001684,               0.001684,               0.001684
                    254,                0.60736,                  0.501,                 1.1171,                0.93051,                 0.8829,                0.92527,                0.57468,                 1.3223,                0.77778,                 1.7807,               0.001651,               0.001651,               0.001651
                    255,                0.59624,                0.49548,                 1.1107,                0.89994,                0.89179,                0.92634,                0.58228,                 1.2994,                0.75691,                 1.7521,               0.001618,               0.001618,               0.001618
                    256,                0.59625,                0.49552,                 1.1151,                0.91419,                0.86859,                0.91887,                0.58396,                 1.3062,                0.76531,                 1.7588,               0.001585,               0.001585,               0.001585
                    257,                0.59607,                0.49627,                 1.1053,                0.92812,                0.85888,                0.92055,                0.58307,                 1.3129,                0.77546,                 1.7664,               0.001552,               0.001552,               0.001552
                    258,                0.57635,                0.48291,                 1.0986,                0.92938,                0.85264,                0.91841,                0.58424,                 1.3121,                0.77793,                 1.7662,               0.001519,               0.001519,               0.001519
